"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5GTHVNLB","journalArticle","2007","Costa, Daniel B.; Halmos, Balázs; Kumar, Amit; Schumer, Susan T.; Huberman, Mark S.; Boggon, Titus J.; Tenen, Daniel G.; Kobayashi, Susumu","BIM Mediates EGFR Tyrosine Kinase Inhibitor-Induced Apoptosis in Lung Cancers with Oncogenic EGFR Mutations","PLOS Medicine","","1549-1676","10.1371/journal.pmed.0040315","https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.0040315","Background Epidermal growth factor receptor (EGFR) mutations are present in the majority of patients with non-small cell lung cancer (NSCLC) responsive to the EGFR tyrosine kinase inhibitors (TKIs) gefitinib or erlotinib. These EGFR-dependent tumors eventually become TKI resistant, and the common secondary T790M mutation accounts for half the tumors with acquired resistance to gefitinib. However, the key proapoptotic proteins involved in TKI-induced cell death and other secondary mutations involved in resistance remain unclear. The objective of this study was to identify the mechanism of EGFR TKI-induced apoptosis and secondary resistant mutations that affect this process. Methods and Findings To study TKI-induced cell death and mechanisms of resistance, we used lung cancer cell lines (with or without EGFR mutations), Ba/F3 cells stably transfected with EGFR mutation constructs, and tumor samples from a gefitinib-resistant patient. Here we show that up-regulation of the BH3-only polypeptide BIM (also known as BCL2-like 11) correlated with gefitinib-induced apoptosis in gefitinib-sensitive EGFR-mutant lung cancer cells. The T790M mutation blocked gefitinib-induced up-regulation of BIM and apoptosis. This blockade was overcome by the irreversible TKI CL-387,785. Knockdown of BIM by small interfering RNA was able to attenuate apoptosis induced by EGFR TKIs. Furthermore, from a gefitinib-resistant patient carrying the activating L858R mutation, we identified a novel secondary resistant mutation, L747S in cis to the activating mutation, which attenuated the up-regulation of BIM and reduced apoptosis. Conclusions Our results provide evidence that BIM is involved in TKI-induced apoptosis in sensitive EGFR-mutant cells and that both attenuation of the up-regulation of BIM and resistance to gefitinib-induced apoptosis are seen in models that contain the common EGFR T790M and the novel L747S secondary resistance mutations. These findings also suggest that induction of BIM may have a role in the treatment of TKI-resistant tumors.","2007-10-30","2021-08-30 17:00:18","2021-08-30 17:00:18","2021-08-30 17:00:18","e315","","10","4","","PLOS Medicine","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","/Users/jonahlibrach/Zotero/storage/F6XYEEGA/Costa et al. - 2007 - BIM Mediates EGFR Tyrosine Kinase Inhibitor-Induce.pdf","","","Apoptosis; Cancer treatment; EGFR signaling; Lung and intrathoracic tumors; Mutation detection; Non-small cell lung cancer; Transfection; Tyrosine kinases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJHQ87WR","journalArticle","2017","Cesi, Giulia; Walbrecq, Geoffroy; Zimmer, Andreas; Kreis, Stephanie; Haan, Claude","ROS production induced by BRAF inhibitor treatment rewires metabolic processes affecting cell growth of melanoma cells","Molecular Cancer","","1476-4598","10.1186/s12943-017-0667-y","https://doi.org/10.1186/s12943-017-0667-y","Most melanoma patients with BRAFV600E positive tumors respond well to a combination of BRAF kinase and MEK inhibitors. However, some patients are intrinsically resistant while the majority of patients eventually develop drug resistance to the treatment. For patients insufficiently responding to BRAF and MEK inhibitors, there is an ongoing need for new treatment targets. Cellular metabolism is such a promising new target line: mutant BRAFV600E has been shown to affect the metabolism.","2017-06-08","2021-08-30 17:01:45","2021-08-30 17:01:45","2021-08-30 17:01:45","102","","1","16","","Molecular Cancer","","","","","","","","","","","","","BioMed Central","","","","/Users/jonahlibrach/Zotero/storage/QJJUK3GC/Cesi et al. - 2017 - ROS production induced by BRAF inhibitor treatment.pdf","","","BRAF inhibitors; MEK inhibitors; Melanoma; Metabolism; NRAS; PDK inhibitors; Pyruvate dehydrogenase; Pyruvate dehydrogenase kinases; RAS/RAF/MEK/ERK pathway; Reactive oxygen species","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SI6K4RFB","journalArticle","2009","Tam, Issan Yee-San; Leung, Elaine Lai-Han; Tin, Vicky Pui-Chi; Chua, Daniel Tsin-Tien; Sihoe, Alan Dart-Loon; Cheng, Lik-Cheung; Chung, Lap-Ping; Wong, Maria Pik","Double EGFR mutants containing rare EGFR mutant types show reduced in vitro response to gefitinib compared with common activating missense mutations","Molecular Cancer Therapeutics","","1535-7163, 1538-8514","10.1158/1535-7163.MCT-08-1219","https://mct.aacrjournals.org/content/8/8/2142","Epidermal growth factor receptor (EGFR) mutations are common in lung adenocarcinomas, especially from nonsmoking women of Asian descent. We have previously shown EGFR mutations occur in >70% of lung adenocarcinoma from nonsmokers in our population with a complex mutational profile, including 13% of EGFR double mutations. In this study, we investigated the in vitro gefitinib response of four EGFR double mutants identified in untreated patients, including Q787R+L858R, E709A+G719C, T790M+L858R, and H870R+L858R. The phosphorylation profiles of EGFR and downstream effectors AKT, STAT3/5, and ERK1/2 were compared by immunoblot analyses among the single and double mutants transfected into H358 cells. Results showed that mutants responded to in vitro gefitinib treatment with different sensitivities. The G719C and L858R single mutants showed the highest gefitinib sensitivity compared with the corresponding coexisting single mutants E709A, Q787R, H870R, and T790M. The double mutants E709A+G719C, Q787R+L858R, and H870R+L858R showed attenuated responses to gefitinib in the EGFR and downstream effector phosphorylation profiles compared with G719C or L858R alone. T790M+L858R showed strong resistance to gefitinib. Clinically, the patient whose tumor contained H870R+L858R showed tumor stabilization by 250 mg oral gefitinib daily but cerebral metastasis developed 6 months later. Correlation with the in vitro phosphorylation profile of H870R+L858R suggested that treatment failure was probably due to inadequate suppression of EGFR signaling by the drug level attainable in the cerebrospinal fluid at the given oral dosage. Overall, the findings suggested that rare types of EGFR substitution mutations could confer relative gefitinib resistance when combined with the common activating mutants. [Mol Cancer Ther 2009;8(8):2142–51]","2009-08-01","2021-08-30 17:01:59","2021-08-30 17:01:59","2021-08-30 17:01:59","2142-2151","","8","8","","Mol Cancer Ther","","","","","","","","en","© 2009 American Association for Cancer Research.","","","","mct.aacrjournals.org","","Publisher: American Association for Cancer Research Section: Research Articles PMID: 19671738","","/Users/jonahlibrach/Zotero/storage/3QDSRKD9/Tam et al. - 2009 - Double EGFR mutants containing rare EGFR mutant ty.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/19671738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y37ZDM6U","webpage","2014","Vivanco, Igor; Chen, Zhi C.; Tanos, Barbara; Oldrini, Barbara; Hsieh, Wan-Ying; Yannuzzi, Nicolas; Campos, Carl; Mellinghoff, Ingo K.","A kinase-independent function of AKT promotes cancer cell survival","eLife","","","","https://elifesciences.org/articles/03751/figures","The oncogenic potential of the serine threonine kinase AKT is not exclusively dependent on catalytic activity, but also involves the non-catalytic function of the pleckstrin homology domain.","2014-12-31","2021-08-30 17:02:44","2021-08-30 17:02:44","2021-08-30 17:02:44","","","","","","","","","","","","","","en","© 2014 Vivanco et al.. This article is distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use and redistribution provided that the original author and source are credited.","","","","","","Publisher: eLife Sciences Publications Limited DOI: 10.7554/eLife.03751","","/Users/jonahlibrach/Zotero/storage/M89LSLMY/Vivanco et al. - 2014 - A kinase-independent function of AKT promotes canc.pdf; /Users/jonahlibrach/Zotero/storage/JFEW9XQN/figures.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3G5CUGQH","journalArticle","2018","","SEMA3C drives cancer growth by transactivating multiple receptor tyrosine kinases via Plexin B1","EMBO Molecular Medicine","","1757-4676","10.15252/emmm.201707689","https://www.embopress.org/doi/full/10.15252/emmm.201707689","Abstract Growth factor receptor tyrosine kinase (RTK) pathway activation is a key mechanism for mediating cancer growth, survival, and treatment resistance. Cognate ligands play crucial roles in autocrine or paracrine stimulation of these RTK pathways. Here, we show SEMA3C drives activation of multiple RTKs including EGFR, ErbB2, and MET in a cognate ligand-independent manner via Plexin B1. SEMA3C expression levels increase in castration-resistant prostate cancer (CRPC), where it functions to promote cancer cell growth and resistance to androgen receptor pathway inhibition. SEMA3C inhibition delays CRPC and enzalutamide-resistant progression. Plexin B1 sema domain-containing:Fc fusion proteins suppress RTK signaling and cell growth and inhibit CRPC progression of LNCaP xenografts post-castration in vivo. SEMA3C inhibition represents a novel therapeutic strategy for treatment of advanced prostate cancer.","2018-02-01","2021-08-30 17:03:33","2021-08-30 17:03:33","2021-08-30 17:03:33","219-238","","2","10","","","","","","","","","","","","","","","embopress.org (Atypon)","","Publisher: John Wiley & Sons, Ltd","","/Users/jonahlibrach/Zotero/storage/KAB8B9WU/2018 - SEMA3C drives cancer growth by transactivating mul.pdf","","","apoptosis; Plexin B1; prostate cancer; receptor tyrosine kinase; Semaphorin 3C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DT3KF2XZ","journalArticle","2020","Liu, Bin; Chen, Deng; Chen, Shipeng; Saber, Ali; Haisma, Hidde","Transcriptional activation of cyclin D1 via HER2/HER3 contributes to EGFR-TKI resistance in lung cancer","Biochemical Pharmacology","","0006-2952","10.1016/j.bcp.2020.114095","https://www.sciencedirect.com/science/article/pii/S0006295220303312","Several different mechanisms are implicated in the resistance of lung cancer cells to epidermal growth factor receptor-tyrosine kinase inhibitors (EGFR-TKIs), and only few have been functionally investigated. Here, using genetically knocked out EGFR and TKI-resistant lung cancer cells, we show that loss of wild-type EGFR attenuates cell proliferation, migration and 3D-spheroid formation, whereas loss of mutant EGFR or resistance to TKIs reinforces those processes. Consistently, disruption of wild-type EGFR leads to suppression of HER2/HER3, while mutant EGFR ablation or resistance to TKIs increases HER2/HER3 expression, compensating for EGFR loss. Furthermore, HER2/HER3 nuclear translocation mediates overexpression of cyclin D1, leading to tumor cell survival and drug resistance. Cyclin D1/CDK4/6 inhibition resensitizes erlotinib-resistant (ER) cells to erlotinib. Analysis of cyclin D1 expression in patients with non-small cell lung carcinoma (NSCLC) showed that its expression is negatively associated with overall survival and disease-free survival. Our results provide biological and mechanistic insights into targeting EGFR and TKI resistance.","2020-08-01","2021-08-30 17:03:45","2021-08-30 17:03:45","2021-08-30 17:03:45","114095","","","178","","Biochemical Pharmacology","","","","","","","","en","","","","","ScienceDirect","","","","/Users/jonahlibrach/Zotero/storage/E6L7G6SI/Liu et al. - 2020 - Transcriptional activation of cyclin D1 via HER2H.pdf","","","Cyclin D1; Drug resistant; EGFR, Tyrosine kinase inhibitors; HER2; Lung cancer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B878GCQA","journalArticle","2018","","Differential roles of ERRFI1 in EGFR and AKT pathway regulation affect cancer proliferation","EMBO reports","","1469-221X","10.15252/embr.201744767","https://www.embopress.org/doi/full/10.15252/embr.201744767","Abstract AKT signaling is modulated by a complex network of regulatory proteins and is commonly deregulated in cancer. Here, we present a dual mechanism of AKT regulation by the ERBB receptor feedback inhibitor 1 (ERRFI1). We show that in cells expressing high levels of EGFR, ERRF1 inhibits growth and enhances responses to chemotherapy. This is mediated in part through the negative regulation of AKT signaling by direct ERRFI1-dependent inhibition of EGFR. In cells expressing low levels of EGFR, ERRFI1 positively modulates AKT signaling by interfering with the interaction of the inactivating phosphatase PHLPP with AKT, thereby promoting cell growth and chemotherapy desensitization. These observations broaden our understanding of chemotherapy response and have important implications for the selection of targeted therapies in a cell context-dependent manner. EGFR inhibition can only sensitize EGFR-high cells for chemotherapy, while AKT inhibition increases chemosensitivity in EGFR-low cells. By understanding these mechanisms, we can take advantage of the cellular context to individualize antineoplastic therapy. Finally, our data also suggest targeting of EFFRI1 in EGFR-low cancer as a promising therapeutic approach.","2018-03-01","2021-08-30 17:04:30","2021-08-30 17:04:30","2021-08-30 17:04:30","e44767","","3","19","","","","","","","","","","","","","","","embopress.org (Atypon)","","Publisher: John Wiley & Sons, Ltd","","/Users/jonahlibrach/Zotero/storage/A3FZ2EF4/2018 - Differential roles of ERRFI1 in EGFR and AKT pathw.pdf","","","AKT; AKT inhibitor; EGFR; ERRFI1; PHLPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U3YAHYPU","journalArticle","2008","Serra, Violeta; Markman, Ben; Scaltriti, Maurizio; Eichhorn, Pieter J. A.; Valero, Vanesa; Guzman, Marta; Botero, Maria Luisa; Llonch, Elisabeth; Atzori, Francesco; Cosimo, Serena Di; Maira, Michel; Garcia-Echeverria, Carlos; Parra, Josep Lluis; Arribas, Joaquin; Baselga, José","NVP-BEZ235, a Dual PI3K/mTOR Inhibitor, Prevents PI3K Signaling and Inhibits the Growth of Cancer Cells with Activating PI3K Mutations","Cancer Research","","0008-5472, 1538-7445","10.1158/0008-5472.CAN-08-1385","http://cancerres.aacrjournals.org/content/68/19/8022","Phosphatidylinositol-3-kinase (PI3K) pathway deregulation is a common event in human cancer, either through inactivation of the tumor suppressor phosphatase and tensin homologue deleted from chromosome 10 or activating mutations of p110-α. These hotspot mutations result in oncogenic activity of the enzyme and contribute to therapeutic resistance to the anti-HER2 antibody trastuzumab. The PI3K pathway is, therefore, an attractive target for cancer therapy. We have studied NVP-BEZ235, a dual inhibitor of the PI3K and the downstream mammalian target of rapamycin (mTOR). NVP-BEZ235 inhibited the activation of the downstream effectors Akt, S6 ribosomal protein, and 4EBP1 in breast cancer cells. The antiproliferative activity of NVP-BEZ235 was superior to the allosteric selective mTOR complex inhibitor everolimus in a panel of 21 cancer cell lines of different origin and mutation status. The described Akt activation due to mTOR inhibition was prevented by higher doses of NVP-BEZ235. NVP-BEZ235 reversed the hyperactivation of the PI3K/mTOR pathway caused by the oncogenic mutations of p110-α, E545K, and H1047R, and inhibited the proliferation of HER2-amplified BT474 cells exogenously expressing these mutations that render them resistant to trastuzumab. In trastuzumab-resistant BT474 H1047R breast cancer xenografts, NVP-BEZ235 inhibited PI3K signaling and had potent antitumor activity. In treated animals, there was complete inhibition of PI3K signaling in the skin at pharmacologically active doses, suggesting that skin may serve as surrogate tissue for pharmacodynamic studies. In summary, NVP-BEZ235 inhibits the PI3K/mTOR axis and results in antiproliferative and antitumoral activity in cancer cells with both wild-type and mutated p110-α. [Cancer Res 2008;68(19):8022–30]","2008-10-01","2021-08-30 17:04:46","2021-08-30 17:04:46","2021-08-30 17:04:46","8022-8030","","19","68","","Cancer Res","","","","","","","","en","©2008 American Association for Cancer Research.","","","","cancerres-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Experimental Therapeutics, Molecular Targets, and Chemical Biology PMID: 18829560","","/Users/jonahlibrach/Zotero/storage/VYKQPCRK/Serra et al. - 2008 - NVP-BEZ235, a Dual PI3KmTOR Inhibitor, Prevents P.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/18829560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XX3MLSWE","journalArticle","2019","Kim, Wantae; Cho, Yong Suk; Wang, Xiaohui; Park, Ogyi; Ma, Xueyan; Kim, Hanjun; Gan, Wenjian; Jho, Eek-hoon; Cha, Boksik; Jeung, Yun-ji; Zhang, Lei; Gao, Bin; Wei, Wenyi; Jiang, Jin; Chung, Kyung-Sook; Yang, Yingzi","Hippo signaling is intrinsically regulated during cell cycle progression by APC/CCdh1","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.1821370116","https://www.pnas.org/content/116/19/9423","The Hippo-YAP/TAZ signaling pathway plays a pivotal role in growth control during development and regeneration and its dysregulation is widely implicated in various cancers. To further understand the cellular and molecular mechanisms underlying Hippo signaling regulation, we have found that activities of core Hippo signaling components, large tumor suppressor (LATS) kinases and YAP/TAZ transcription factors, oscillate during mitotic cell cycle. We further identified that the anaphase-promoting complex/cyclosome (APC/C)Cdh1 E3 ubiquitin ligase complex, which plays a key role governing eukaryotic cell cycle progression, intrinsically regulates Hippo signaling activities. CDH1 recognizes LATS kinases to promote their degradation and, hence, YAP/TAZ regulation by LATS phosphorylation is under cell cycle control. As a result, YAP/TAZ activities peak in G1 phase. Furthermore, we show in Drosophila eye and wing development that Cdh1 is required in vivo to regulate the LATS homolog Warts with a conserved mechanism. Cdh1 reduction increased Warts levels, which resulted in reduction of the eye and wing sizes in a Yorkie dependent manner. Therefore, LATS degradation by APC/CCdh1 represents a previously unappreciated and evolutionarily conserved layer of Hippo signaling regulation.","2019-05-07","2021-08-30 17:05:16","2021-08-30 17:05:16","2021-08-30 17:05:16","9423-9432","","19","116","","PNAS","","","","","","","","en","© 2019 . https://www.pnas.org/site/aboutpnas/licenses.xhtmlPublished under the PNAS license.","","","","www.pnas.org","","Publisher: National Academy of Sciences Section: PNAS Plus PMID: 31000600","","/Users/jonahlibrach/Zotero/storage/XDTB2KB4/Kim et al. - 2019 - Hippo signaling is intrinsically regulated during .pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/31000600","","APC/CCdh1; Hippo signaling; LATS1/2; mitotic cell cycle; YAP/TAZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MBAWEBUY","journalArticle","2018","Feng, Wei; Xie, Qianyi; Liu, Suo; Ji, Ying; Li, Chunyun; Wang, Chunle; Jin, Longyu","Krüppel-like factor 4 promotes c-Met amplification-mediated gefitinib resistance in non-small-cell lung cancer","Cancer Science","","1349-7006","10.1111/cas.13601","https://onlinelibrary.wiley.com/doi/abs/10.1111/cas.13601","Gefitinib has been widely used in the first-line treatment of advanced EGFR-mutated non-small-cell lung cancer (NSCLC). However, many NSCLC patients will acquire resistance to gefitinib after 9-14 months of treatment. This study revealed that Krüppel-like factor 4 (KLF4) contributes to the formation of gefitinib resistance in c-Met-overexpressing NSCLC cells. We observed that KLF4 was overexpressed in c-Met-overexpressing NSCLC cells and tissues. Knockdown of KLF4 increased tumorigenic properties in gefitinib-resistant NSCLC cell lines without c-Met overexpression, but it reduced tumorigenic properties and increased gefitinib sensitivity in gefitinib-resistant NSCLC cells with c-Met overexpression, whereas overexpression of KLF4 reduced gefitinib sensitivity in gefitinib-sensitive NSCLC cells. Furthermore, Western blot analysis revealed that KLF4 contributed to the formation of gefitinib resistance in c-Met-overexpressing NSCLC cells by inhibiting the expression of apoptosis-related proteins under gefitinib treatment and activating the c-Met/Akt signaling pathway by decreasing the inhibition of β-catenin on phosphorylation of c-Met to prevent blockade by gefitinib. In summary, this study's results suggest that KLF4 is a promising candidate molecular target for both prevention and therapy of NSCLC with c-Met overexpression.","2018","2021-08-30 17:05:50","2021-08-30 17:05:50","2021-08-30 17:05:50","1775-1786","","6","109","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/cas.13601","","/Users/jonahlibrach/Zotero/storage/GTWRLPA7/Feng et al. - 2018 - Krüppel-like factor 4 promotes c-Met amplification.pdf; /Users/jonahlibrach/Zotero/storage/KZV82X6C/cas.html","","","c-Met; NSCLC; Akt; gefitinib resistance; KLF4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QPXVQH9R","journalArticle","2020","Lee, Po-Chu; Chen, Syue-Ting; Kuo, Ting-Chun; Lin, Tzu-Chi; Lin, Mei-Chun; Huang, John; Hung, Ji-Shiang; Hsu, Chia-Lang; Juan, Hsueh-Fen; Lee, Po-Huang; Huang, Min-Chuan","C1GALT1 is associated with poor survival and promotes soluble Ephrin A1-mediated cell migration through activation of EPHA2 in gastric cancer","Oncogene","","1476-5594","10.1038/s41388-020-1178-7","https://europepmc.org/articles/PMC7098884","C1GALT1 controls the crucial step of GalNAc-type O-glycosylation and is associated with both physiologic and pathologic conditions, including cancers. EPH receptors comprise the largest family of receptor tyrosine kinases (RTKs) and modulate a diverse range of developmental processes and human diseases. However, the role of C1GALT1 in the signaling of EPH receptors remains largely overlooked. Here, we showed that C1GALT1 high expression in gastric adenocarcinomas correlated with adverse clinicopathologic features and is an independent prognostic factor for poor overall survival. Silencing or loss of C1GALT1 inhibited cell viability, migration, invasion, tumor growth and metastasis, as well as increased apoptosis and cytotoxicity of 5-fluorouracil in AGS and MKN45 cells. Phospho-RTK array and western blot analysis showed that C1GALT1 depletion suppressed tyrosine phosphorylation of EPHA2 induced by soluble Ephrin A1-Fc. O-glycans on EPHA2 were modified by C1GALT1 and both S277A and T429A mutants, which are O-glycosites on EPHA2, dramatically enhanced phosphorylation of Y588, suggesting that not only overall O-glycan structures but also site-specific O-glycosylation can regulate EPHA2 activity. Furthermore, depletion of C1GALT1 decreased Ephrin A1-Fc induced migration and reduced Ephrin A1 binding to cell surfaces. The effects of C1GALT1 knockdown or knockout on cell invasiveness in vitro and in vivo were phenocopied by EPHA2 knockdown in gastric cancer cells. These results suggest that C1GALT1 promotes phosphorylation of EPHA2 and enhances soluble Ephrin A1-mediated migration primarily by modifying EPHA2 O-glycosylation. Our study highlights the importance of GalNAc-type O-glycosylation in EPH receptor-regulated diseases and identifies C1GALT1 as a potential therapeutic target for gastric cancer.","2020-03-01","2021-08-30 17:08:41","2021-08-30 17:08:41","2021-08-30 17:08:41","2724-2740","","13","39","","Oncogene","","","","","","","","eng","cc by","","","","Europe PMC","","PMID: 32005975 PMCID: PMC7098884","","/Users/jonahlibrach/Zotero/storage/9ANEFSVS/Lee et al. - 2020 - C1GALT1 is associated with poor survival and promo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGU3ASZ9","journalArticle","2014","Salt, Megan B.; Bandyopadhyay, Sourav; McCormick, Frank","Epithelial-to-Mesenchymal Transition Rewires the Molecular Path to PI3K-Dependent Proliferation","Cancer Discovery","","2159-8274, 2159-8290","10.1158/2159-8290.CD-13-0520","http://cancerdiscovery.aacrjournals.org/content/4/2/186","Tumors showing evidence of epithelial-to-mesenchymal transition (EMT) have been associated with metastasis, drug resistance, and poor prognosis. Heterogeneity along the EMT spectrum is observed between and within tumors. To develop effective therapeutics, a mechanistic understanding of how EMT affects the molecular requirements for proliferation is needed. We found that although cells use phosphoinositide 3-kinase (PI3K) for proliferation in both the epithelial and mesenchymal states, EMT rewires the mechanism of PI3K pathway activation. In epithelial cells, autocrine ERBB3 activation maintains PI3K signaling, whereas after EMT, downregulation of ERBB3 disrupts autocrine signaling to PI3K. Loss of ERBB3 leads to reduced serum-independent proliferation after EMT that can be rescued through reactivation of PI3K by enhanced signaling from p110α, ERBB3 reexpression, or growth factor stimulation. In vivo, we demonstrate that PIK3CA expression is upregulated in mesenchymal tumors with low levels of ERBB3. This study defines how ERBB3 downregulation after EMT affects PI3K-dependent proliferation. Significance: This study describes a mechanism through which EMT transition alters the proliferative potential of cells by modulating ERBB3 expression. Furthermore, it demonstrates the potential for multiple molecular routes to drive proliferation in different cell states, illustrating how changes in EMT status can rewire signaling upstream of cell proliferation. Cancer Discov; 4(2); 186–199. ©2013 AACR. See related commentary by Niederst and Benes, p. 149 This article is highlighted in the In This Issue feature, p. 131","2014-02-01","2021-08-30 17:32:30","2021-09-07 20:51:52","2021-08-30 17:32:30","186-199","","2","4","","Cancer Discov","","","","","","","","en","©2013 American Association for Cancer Research.","","","","cancerdiscovery-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Research Articles PMID: 24302555","","/Users/jonahlibrach/Zotero/storage/JQJWRYFZ/Salt et al. - 2014 - Epithelial-to-Mesenchymal Transition Rewires the M.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/24302555","_company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SIPTBWR","journalArticle","2020","Kim, Tae Woo; Cheon, Chunhoo; Ko, Seong-Gyu","SH003 activates autophagic cell death by activating ATF4 and inhibiting G9a under hypoxia in gastric cancer cells","Cell Death & Disease","","2041-4889","10.1038/s41419-020-02924-w","http://www.nature.com/articles/s41419-020-02924-w","In gastric cancer (GC), hypoxia is one of the greatest obstacles to cancer therapy. In this present study, we report that SH003, an herbal formulation, induces ER stress via PERK-ATF4-CHOP signaling in GC. SH003-mediated ER stress inhibits G9a, a histone methyltransferase, by reducing STAT3 phosphorylation and activates autophagy, indicating to the dissociation of Beclin-1 and autophagy initiation from Bcl-2/Beclin-1 complex. However, the inhibition of PERK and CHOP inhibited SH003-induced cell death and autophagy activation. Moreover, targeting autophagy using specific siRNAs of LC3B or p62 or the autophagy inhibitor 3-MA also inhibited SH003-induced cell death in GC. Interestingly, SH003 induces BNIP3-mediated autophagic cell death under hypoxia than normoxia in GC. These findings reveal that SH003-induced ER stress regulates BNIP3-induced autophagic cell death via inhibition of STAT3-G9a axis under hypoxia in GC. Therefore, SH003 may an important tumor therapeutic strategy under hypoxia-mediated chemo-resistance.","2020-09-02","2021-08-30 17:37:32","2021-08-30 17:37:32","2021-08-30 17:37:32","1-14","","8","11","","Cell Death Dis","","","","","","","","en","2020 The Author(s)","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cc_license_type: cc_by Cg_type: Nature Research Journals Number: 8 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Cancer therapeutic resistance;Drug development Subject_term_id: cancer-therapeutic-resistance;drug-development","","/Users/jonahlibrach/Zotero/storage/Y3CHGMFQ/Kim et al. - 2020 - SH003 activates autophagic cell death by activatin.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
