"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"P3Q6RYFP","journalArticle","2016","Lastwika, Kristin J.; Wilson, Willie; Li, Qing Kay; Norris, Jeffrey; Xu, Haiying; Ghazarian, Sharon R.; Kitagawa, Hiroshi; Kawabata, Shigeru; Taube, Janis M.; Yao, Sheng; Liu, Linda N.; Gills, Joell J.; Dennis, Phillip A.","Control of PD-L1 Expression by Oncogenic Activation of the AKT–mTOR Pathway in Non–Small Cell Lung Cancer","Cancer Research","","0008-5472, 1538-7445","10.1158/0008-5472.CAN-14-3362","http://cancerres.aacrjournals.org/lookup/doi/10.1158/0008-5472.CAN-14-3362","","2016-01-15","2021-08-31 17:35:04","2021-08-31 17:35:04","2021-08-31 17:35:04","227-238","","2","76","","Cancer Res","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonahlibrach/Zotero/storage/WHFQB29M/Lastwika et al. - 2016 - Control of PD-L1 Expression by Oncogenic Activatio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QL8UKYF9","journalArticle","2006","Inoki, Ken; Ouyang, Hongjiao; Zhu, Tianqing; Lindvall, Charlotta; Wang, Yian; Zhang, Xiaojie; Yang, Qian; Bennett, Christina; Harada, Yuko; Stankunas, Kryn; Wang, Cun-yu; He, Xi; MacDougald, Ormond A.; You, Ming; Williams, Bart O.; Guan, Kun-Liang","TSC2 Integrates Wnt and Energy Signals via a Coordinated Phosphorylation by AMPK and GSK3 to Regulate Cell Growth","Cell","","0092-8674, 1097-4172","10.1016/j.cell.2006.06.055","https://www.cell.com/cell/abstract/S0092-8674(06)01016-6","","2006-09-08","2021-08-31 17:35:30","2021-08-31 17:35:30","2021-08-31 17:35:30","955-968","","5","126","","Cell","","","","","","","","English","","","","","www.cell.com","","Publisher: Elsevier PMID: 16959574","","/Users/jonahlibrach/Zotero/storage/YAXFJNB3/Inoki et al. - 2006 - TSC2 Integrates Wnt and Energy Signals via a Coord.pdf; ; /Users/jonahlibrach/Zotero/storage/6L8R6UAV/S0092-8674(06)01016-6.html","http://www.ncbi.nlm.nih.gov/pubmed/16959574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5N82STRZ","journalArticle","2015","Anderson, Jennifer L.; Park, Ann; Akiyama, Ryan; Tap, William D.; Denny, Christopher T.; Federman, Noah","Evaluation of In Vitro Activity of the Class I PI3K Inhibitor Buparlisib (BKM120) in Pediatric Bone and Soft Tissue Sarcomas","PLOS ONE","","1932-6203","10.1371/journal.pone.0133610","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0133610","Pediatric bone and soft tissue sarcomas often display increased Akt phosphorylation through up regulation of insulin-like growth factor (IGF1) signaling. Additionally, Akt signaling has been linked to resistance to IGF1 receptor (IGF1R) and mTOR (mammalian target of rapamycin) inhibitors in sarcoma, further demonstrating the role of Akt in tumor survival. This suggests targeting components of the PI3K/Akt pathway may be an effective therapeutic strategy. Here, we investigated the in vitro activity of the pan-class I PI3K inhibitor buparlisib (BKM120) in pediatric bone and soft tissue sarcomas. Buparlisib inhibited activation of Akt and signaling molecules downstream of mTORC1 (mTOR complex 1) in Ewing sarcoma, osteosarcoma, and rhabdomyosarcoma cell lines. Anti-proliferative effects were observed in both anchorage dependent and independent conditions and apoptosis was induced within 24 hours of drug treatment. Buparlisib demonstrated cytotoxicity as a single agent, but was found to be more effective when used in combination. Synergy was observed when buparlisib was combined with the IGF1R inhibitor NVP-AEW541 and the mTORC1 inhibitor rapamycin. The addition of NVP-AEW541 also further reduced phospho-Akt levels and more potently induced apoptosis compared to buparlisib treatment alone. Additionally, the combination of buparlisib with the MEK1/2 inhibitor trametinib resulted in synergy in sarcoma cell lines possessing MAPK pathway mutations. Taken together, these data indicate buparlisib could be a novel therapy for the treatment of pediatric bone and soft tissue sarcomas.","2015-09-24","2021-08-31 17:36:51","2021-08-31 17:36:51","2021-08-31 17:36:51","e0133610","","9","10","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","/Users/jonahlibrach/Zotero/storage/7G52CFGJ/Anderson et al. - 2015 - Evaluation of In Vitro Activity of the Class I PI3.pdf","","","Apoptosis; Cancers and neoplasms; Drug therapy; Ewing sarcoma; Immunoblot analysis; MAPK signaling cascades; Pediatrics; Sarcoma cells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDZAKEB7","journalArticle","2018","Kim, Jin-Hwan; Choi, Tae Gyu; Park, Seolhui; Yun, Hyeong Rok; Nguyen, Ngoc Ngo Yen; Jo, Yong Hwa; Jang, Miran; Kim, Jieun; Kim, Joungmok; Kang, Insug; Ha, Joohun; Murphy, Michael P.; Tang, Dean G.; Kim, Sung Soo","Mitochondrial ROS-derived PTEN oxidation activates PI3K pathway for mTOR-induced myogenic autophagy","Cell Death & Differentiation","","1476-5403","10.1038/s41418-018-0165-9","http://www.nature.com/articles/s41418-018-0165-9","Muscle differentiation is a crucial process controlling muscle development and homeostasis. Mitochondrial reactive oxygen species (mtROS) rapidly increase and function as critical cell signaling intermediates during the muscle differentiation. However, it has not yet been elucidated how they control myogenic signaling. Autophagy, a lysosome-mediated degradation pathway, is importantly recognized as intracellular remodeling mechanism of cellular organelles during muscle differentiation. Here, we demonstrated that the mtROS stimulated phosphatidylinositol 3 kinase/AKT/mammalian target of rapamycin (mTOR) cascade, and the activated mTORC1 subsequently induced autophagic signaling via phosphorylation of uncoordinated-51-like kinase 1 (ULK1) at serine 317 and upregulation of Atg proteins to prompt muscle differentiation. Treatment with MitoQ or rapamycin impaired both phosphorylation of ULK1 and expression of Atg proteins. Therefore, we propose a novel regulatory paradigm in which mtROS are required to initiate autophagic reconstruction of cellular organization through mTOR activation in muscle differentiation.","2018-11","2021-08-31 17:37:35","2021-08-31 17:37:35","2021-08-31 17:37:35","1921-1937","","11","25","","Cell Death Differ","","","","","","","","en","2018 ADMC Associazione Differenziamento e Morte Cellulare","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cg_type: Nature Research Journals Number: 11 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Macroautophagy;Molecular biology Subject_term_id: macroautophagy;molecular-biology","","/Users/jonahlibrach/Zotero/storage/2EDVG9XL/Kim et al. - 2018 - Mitochondrial ROS-derived PTEN oxidation activates.pdf; /Users/jonahlibrach/Zotero/storage/XKIAYSK5/s41418-018-0165-9.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KI9ABKEP","journalArticle","2016","Lastwika, Kristin J.; Wilson, Willie; Li, Qing Kay; Norris, Jeffrey; Xu, Haiying; Ghazarian, Sharon R.; Kitagawa, Hiroshi; Kawabata, Shigeru; Taube, Janis M.; Yao, Sheng; Liu, Linda N.; Gills, Joell J.; Dennis, Phillip A.","Control of PD-L1 Expression by Oncogenic Activation of the AKT–mTOR Pathway in Non–Small Cell Lung Cancer","Cancer Research","","0008-5472, 1538-7445","10.1158/0008-5472.CAN-14-3362","http://cancerres.aacrjournals.org/content/76/2/227","Alterations in EGFR, KRAS, and ALK are oncogenic drivers in lung cancer, but how oncogenic signaling influences immunity in the tumor microenvironment is just beginning to be understood. Immunosuppression likely contributes to lung cancer, because drugs that inhibit immune checkpoints like PD-1 and PD-L1 have clinical benefit. Here, we show that activation of the AKT–mTOR pathway tightly regulates PD-L1 expression in vitro and in vivo. Both oncogenic and IFNγ-mediated induction of PD-L1 was dependent on mTOR. In human lung adenocarcinomas and squamous cell carcinomas, membranous expression of PD-L1 was significantly associated with mTOR activation. These data suggest that oncogenic activation of the AKT–mTOR pathway promotes immune escape by driving expression of PD-L1, which was confirmed in syngeneic and genetically engineered mouse models of lung cancer where an mTOR inhibitor combined with a PD-1 antibody decreased tumor growth, increased tumor-infiltrating T cells, and decreased regulatory T cells. Cancer Res; 76(2); 227–38. ©2015 AACR.","2016-01-15","2021-08-31 17:38:02","2021-09-07 20:47:14","2021-08-31 17:38:02","227-238","","2","76","","Cancer Res","","","","","","","","en","©2015 American Association for Cancer Research.","","","","cancerres-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Microenvironment and Immunology PMID: 26637667","","/Users/jonahlibrach/Zotero/storage/4DKJT49X/Lastwika et al. - 2016 - Control of PD-L1 Expression by Oncogenic Activatio.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/26637667","_company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGBG3KSJ","journalArticle","2021","Wu, Xuewei; Yang, Xiaobao; Xiong, Yan; Li, Ruitong; Ito, Takahiro; Ahmed, Tamer A.; Karoulia, Zoi; Adamopoulos, Christos; Wang, Hong; Wang, Li; Xie, Ling; Liu, Jing; Ueberheide, Beatrix; Aaronson, Stuart A.; Chen, Xian; Buchanan, Sean G.; Sellers, William R.; Jin, Jian; Poulikakos, Poulikos I.","Distinct CDK6 complexes determine tumor cell response to CDK4/6 inhibitors and degraders","Nature Cancer","","2662-1347","10.1038/s43018-021-00174-z","http://www.nature.com/articles/s43018-021-00174-z","Cyclin-dependent kinases (CDKs) 4 and 6 inhibitors (CDK4/6is) are effective in metastatic breast cancer, but they have been only modestly effective in most other tumor types. Here we show that tumors expressing low CDK6 rely on CDK4 function and are exquisitely sensitive to CDK4/6is. In contrast, tumor cells expressing both CDK4 and CDK6 have increased reliance on CDK6 to ensure cell cycle progression. We discovered that CDK4/6is and CDK4/6 degraders potently bind and inhibit CDK6 selectively in tumors in which CDK6 is highly thermo-unstable and strongly associated with the HSP90–CDC37 complex. In contrast, CDK4/6is and CDK4/6 degraders are ineffective in antagonizing tumor cells expressing thermostable CDK6, due to their weaker binding to CDK6 in these cells. Thus, we uncover a general mechanism of intrinsic resistance to CDK4/6is and CDK4/6i-derived degraders and the need for new inhibitors targeting the CDK4/6i-resistant, thermostable form of CDK6 for application as cancer therapeutics.","2021-04","2021-09-01 18:19:37","2021-09-01 18:19:37","2021-09-01 18:19:37","429-443","","4","2","","Nat Cancer","","","","","","","","en","2021 The Author(s), under exclusive licence to Springer Nature America, Inc. part of Springer Nature","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cg_type: Nature Research Journals Number: 4 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Cancer;Cancer therapeutic resistance;Oncogenes Subject_term_id: cancer;cancer-therapeutic-resistance;oncogenes","","/Users/jonahlibrach/Zotero/storage/6B4P74VR/s43018-021-00174-z.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2S6D76PI","webpage","","","KLHL22 activates amino-acid-dependent mTORC1 signalling to promote tumorigenesis and ageing | Nature","","","","","https://www-nature-com.proxy.lib.uwaterloo.ca/articles/s41586-018-0128-9","","","2021-09-11 07:12:31","2021-09-11 07:12:38","2021-09-11 07:12:31","","","","","","","","","","","","","","","","","","","","","","","/Users/jonahlibrach/Zotero/storage/TPFABUQJ/s41586-018-0128-9.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8EYGXQJW","journalArticle","2016","Dalle Pezze, Piero; Ruf, Stefanie; Sonntag, Annika G.; Langelaar-Makkinje, Miriam; Hall, Philip; Heberle, Alexander M.; Razquin Navas, Patricia; van Eunen, Karen; Tölle, Regine C.; Schwarz, Jennifer J.; Wiese, Heike; Warscheid, Bettina; Deitersen, Jana; Stork, Björn; Fäßler, Erik; Schäuble, Sascha; Hahn, Udo; Horvatovich, Peter; Shanley, Daryl P.; Thedieck, Kathrin","A systems study reveals concurrent activation of AMPK and mTOR by amino acids","Nature Communications","","2041-1723","10.1038/ncomms13254","http://www.nature.com/articles/ncomms13254","Amino acids (aa) are not only building blocks for proteins, but also signalling molecules, with the mammalian target of rapamycin complex 1 (mTORC1) acting as a key mediator. However, little is known about whether aa, independently of mTORC1, activate other kinases of the mTOR signalling network. To delineate aa-stimulated mTOR network dynamics, we here combine a computational–experimental approach with text mining-enhanced quantitative proteomics. We report that AMP-activated protein kinase (AMPK), phosphatidylinositide 3-kinase (PI3K) and mTOR complex 2 (mTORC2) are acutely activated by aa-readdition in an mTORC1-independent manner. AMPK activation by aa is mediated by Ca2+/calmodulin-dependent protein kinase kinase β (CaMKKβ). In response, AMPK impinges on the autophagy regulators Unc-51-like kinase-1 (ULK1) and c-Jun. AMPK is widely recognized as an mTORC1 antagonist that is activated by starvation. We find that aa acutely activate AMPK concurrently with mTOR. We show that AMPK under aa sufficiency acts to sustain autophagy. This may be required to maintain protein homoeostasis and deliver metabolite intermediates for biosynthetic processes.","2016-11-21","2021-09-11 07:12:45","2021-09-11 07:12:45","2021-09-11 07:12:45","13254","","1","7","","Nat Commun","","","","","","","","en","2016 The Author(s)","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cc_license_type: cc_by Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Cell signalling;Cellular signalling networks Subject_term_id: cell-signalling;cellular-signalling-networks","","/Users/jonahlibrach/Zotero/storage/MPW2KID7/Dalle Pezze et al. - 2016 - A systems study reveals concurrent activation of A.pdf; /Users/jonahlibrach/Zotero/storage/XXYLRZGA/ncomms13254.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQ5ZMIGR","journalArticle","2017","Tan, Hayden Weng Siong; Sim, Arthur Yi Loong; Long, Yun Chau","Glutamine metabolism regulates autophagy-dependent mTORC1 reactivation during amino acid starvation","Nature Communications","","2041-1723","10.1038/s41467-017-00369-y","http://www.nature.com/articles/s41467-017-00369-y","mTORC1 is a critical kinase that regulates cell growth and proliferation. Here the authors show that glutamine metabolism is sufficient to restore mTORC1 activity during prolonged amino acid starvation in an autophagy-dependent manner.","2017-08-24","2021-09-11 19:01:34","2021-09-11 19:01:39","2021-09-11 19:01:34","1-10","","1","8","","Nat Commun","","","","","","","","en","2017 The Author(s)","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cc_license_type: cc_by Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Macroautophagy;Nutrient signalling Subject_term_id: macroautophagy;nutrient-signalling","","/Users/jonahlibrach/Zotero/storage/S4YJQRCB/Tan et al. - 2017 - Glutamine metabolism regulates autophagy-dependent.pdf; /Users/jonahlibrach/Zotero/storage/E4I7HK4I/s41467-017-00369-y.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LVIWAAR2","journalArticle","2017","Shellhammer, James P.; Morin-Kensicki, Elizabeth; Matson, Jacob P.; Yin, Guowei; Isom, Daniel G.; Campbell, Sharon L.; Mohney, Robert P.; Dohlman, Henrik G.","Amino acid metabolites that regulate G protein signaling during osmotic stress","PLOS Genetics","","1553-7404","10.1371/journal.pgen.1006829","https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1006829","All cells respond to osmotic stress by implementing molecular signaling events to protect the organism. Failure to properly adapt can lead to pathologies such as hypertension and ischemia-reperfusion injury. Mitogen-activated protein kinases (MAPKs) are activated in response to osmotic stress, as well as by signals acting through G protein-coupled receptors (GPCRs). For proper adaptation, the action of these kinases must be coordinated. To identify second messengers of stress adaptation, we conducted a mass spectrometry-based global metabolomics profiling analysis, quantifying nearly 300 metabolites in the yeast S. cerevisiae. We show that three branched-chain amino acid (BCAA) metabolites increase in response to osmotic stress and require the MAPK Hog1. Ectopic addition of these BCAA derivatives promotes phosphorylation of the G protein α subunit and dampens G protein-dependent transcription, similar to that seen in response to osmotic stress. Conversely, genetic ablation of Hog1 activity or the BCAA-regulatory enzymes leads to diminished phosphorylation of Gα and increased transcription. Taken together, our results define a new class of candidate second messengers that mediate cross talk between osmotic stress and GPCR signaling pathways.","2017-05-30","2021-09-11 19:02:37","2021-09-11 19:02:39","2021-09-11 19:02:37","e1006829","","5","13","","PLOS Genetics","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","/Users/jonahlibrach/Zotero/storage/RJKTGV4M/Shellhammer et al. - 2017 - Amino acid metabolites that regulate G protein sig.pdf","","","Phosphorylation; MAPK signaling cascades; Cellular stress responses; G-protein signaling; Osmotic shock; Protein kinase signaling cascade; Second messenger system; Stress signaling cascade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YVHHDSHU","journalArticle","2018","Ikebuchi, Yuki; Aoki, Shigeki; Honma, Masashi; Hayashi, Madoka; Sugamori, Yasutaka; Khan, Masud; Kariya, Yoshiaki; Kato, Genki; Tabata, Yasuhiko; Penninger, Josef M.; Udagawa, Nobuyuki; Aoki, Kazuhiro; Suzuki, Hiroshi","Coupling of bone resorption and formation by RANKL reverse signalling","Nature","","1476-4687","10.1038/s41586-018-0482-7","http://www.nature.com/articles/s41586-018-0482-7","Receptor activator of nuclear factor-kappa B (RANK) ligand (RANKL) binds RANK on the surface of osteoclast precursors to trigger osteoclastogenesis. Recent studies have indicated that osteocytic RANKL has an important role in osteoclastogenesis during bone remodelling; however, the role of osteoblastic RANKL remains unclear. Here we show that vesicular RANK, which is secreted from the maturing osteoclasts, binds osteoblastic RANKL and promotes bone formation by triggering RANKL reverse signalling, which activates Runt-related transcription factor 2 (Runx2). The proline-rich motif in the RANKL cytoplasmic tail is required for reverse signalling, and a RANKL(Pro29Ala) point mutation reduces activation of the reverse signalling pathway. The coupling of bone resorption and formation is disrupted in RANKL(Pro29Ala) mutant mice, indicating that osteoblastic RANKL functions as a coupling signal acceptor that recognizes vesicular RANK. RANKL reverse signalling is therefore a potential pharmacological target for avoiding the reduced bone formation associated with inhibition of osteoclastogenesis.","2018-09","2021-09-11 19:05:39","2021-09-11 19:05:44","2021-09-11 19:05:39","195-200","","7722","561","","","","","","","","","","en","2018 Springer Nature Limited","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cg_type: Nature Research Journals Number: 7722 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Antibody fragment therapy;Extracellular signalling molecules;Osteoporosis Subject_term_id: antibody-fragment-therapy;extracellular-signalling-molecules;osteoporosis","","/Users/jonahlibrach/Zotero/storage/VT843WNK/Ikebuchi et al. - 2018 - Coupling of bone resorption and formation by RANKL.pdf; /Users/jonahlibrach/Zotero/storage/VQ82H54G/s41586-018-0482-7.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4A3HZ43","journalArticle","2017","Thaler, Sonja; Schmidt, Marcus; Roβwag, Sven; Thiede, Gitta; Schad, Arno; Sleeman, Jonathan P","Proteasome inhibitors prevent bi-directional HER2/estrogen-receptor cross-talk leading to cell death in endocrine and lapatinib-resistant HER2+/ER+ breast cancer cells","Oncotarget","","1949-2553","10.18632/oncotarget.20261","https://europepmc.org/articles/PMC5641130","Amplification and/or overexpression of the human epidermal growth factor 2 (HER2) oncogene occurs in about 13-15% of invasive breast cancer and triggers breast cancer cell proliferation, survival and metastatic progression. Around half of all breast cancers with HER2 overexpression co-express hormone receptors (HR) such as those for estrogen and progesterone. Aberrant signaling through HER2 and other members of the HER-family mediates endocrine-resistance in estrogen receptor alpha (ERα) positive breast cancer. On the other hand, ERα co-expression has been shown to attenuate the efficiency of anti-HER2 therapies. These findings indicate that HER2 and ERα synergize to escape from both anti-ERα and anti-HER2-targeted therapies. Rationally designed clinical trials that combine endocrine therapy with anti-HER2 agents to interfere with HER2/ERα cross-talk have been conducted. However, the outcome of these trials suggests that novel therapeutic approaches are needed to further improve inhibition of HER2 and other HER-family members in conjunction with a more efficient ERα blockade. Here, we demonstrate that carfilzomib and bortezomib stabilize the HER2-specific protein tyrosine phosphatase BDP1 leading to decreased HER2 autophosphorylation, reduced HER2 activity and subsequently attenuated activation of the PI3K/Akt-pathway, together with blockade of ERα expression. We further observed that proteasome inhibitors (PIs) reverse autophosphorylation and thereby inhibit the activity of constitutively active mutant HER2. We also demonstrate that PIs cause cell death in lapatinib and endocrine-resistant HER2+/ER+ breast cancer cells. These findings suggest that PIs might have the potential to improve the management of HER2+/ER+ breast cancer patients by efficiently disrupting the bi-directional HER2/ERα cross-talk.","2017-09-01","2021-09-11 19:25:04","2021-09-11 19:25:06","2021-09-11 19:25:04","72281-72301","","42","8","","Oncotarget","","","","","","","","eng","cc by","","","","Europe PMC","","PMID: 29069787 PMCID: PMC5641130","","/Users/jonahlibrach/Zotero/storage/RPJRXRI9/Thaler et al. - 2017 - Proteasome inhibitors prevent bi-directional HER2.pdf","","","Breast Cancer Therapy; Er+/her2+ Breast Cancer; Proteasome inhibitors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LEDB37X","journalArticle","2019","Misale, Sandra; Fatherree, Jackson P.; Cortez, Eliane; Li, Chendi; Bilton, Samantha; Timonina, Daria; Myers, David T.; Lee, Dana; Gomez-Caraballo, Maria; Greenberg, Max; Nangia, Varuna; Greninger, Patricia; Egan, Regina K.; McClanaghan, Joseph; Stein, Giovanna T.; Murchie, Ellen; Zarrinkar, Patrick P.; Janes, Matthew R.; Li, Lian-Sheng; Liu, Yi; Hata, Aaron N.; Benes, Cyril H.","KRAS G12C NSCLC Models Are Sensitive to Direct Targeting of KRAS in Combination with PI3K Inhibition","Clinical Cancer Research","","1078-0432, 1557-3265","10.1158/1078-0432.CCR-18-0368","http://clincancerres.aacrjournals.org/content/25/2/796","<h3>Purpose:</h3> <p>KRAS-mutant lung cancers have been recalcitrant to treatments including those targeting the MAPK pathway. Covalent inhibitors of KRAS p.G12C allele allow for direct and specific inhibition of mutant KRAS in cancer cells. However, as for other targeted therapies, the therapeutic potential of these inhibitors can be impaired by intrinsic resistance mechanisms. Therefore, combination strategies are likely needed to improve efficacy.</p><p><b>Experimental Design:</b> To identify strategies to maximally leverage direct KRAS inhibition we defined the response of a panel of NSCLC models bearing the KRAS G12C–activating mutation <i>in vitro</i> and <i>in vivo</i>. We used a second-generation KRAS G12C inhibitor, ARS1620 with improved bioavailability over the first generation. We analyzed KRAS downstream effectors signaling to identify mechanisms underlying differential response. To identify candidate combination strategies, we performed a high-throughput drug screening across 112 drugs in combination with ARS1620. We validated the top hits <i>in vitro</i> and <i>in vivo</i> including patient-derived xenograft models.</p><h3>Results:</h3> <p>Response to direct KRAS G12C inhibition was heterogeneous across models. Adaptive resistance mechanisms involving reactivation of MAPK pathway and failure to induce PI3K–AKT pathway inactivation were identified as likely resistance events. We identified several model-specific effective combinations as well as a broad-sensitizing effect of PI3K-AKT–mTOR pathway inhibitors. The G12Ci+PI3Ki combination was effective <i>in vitro</i> and <i>in vivo</i> on models resistant to single-agent ARS1620 including patient-derived xenografts models.</p><h3>Conclusions:</h3> <p>Our findings suggest that signaling adaptation can in some instances limit the efficacy of ARS1620 but combination with PI3K inhibitors can overcome this resistance.</p>","2019-01-15","2021-09-11 21:28:22","2021-09-11 21:28:25","2021-09-11 21:28:22","796-807","","2","25","","Clin Cancer Res","","","","","","","","en","©2018 American Association for Cancer Research.","","","","clincancerres-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Translational Cancer Mechanisms and Therapy PMID: 30327306","","/Users/jonahlibrach/Zotero/storage/XDP4R3RT/Misale et al. - 2019 - KRAS G12C NSCLC Models Are Sensitive to Direct Tar.pdf; ; /Users/jonahlibrach/Zotero/storage/PBA3T3GR/796.html","http://www.ncbi.nlm.nih.gov/pubmed/30327306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6NS53MPV","journalArticle","2020","Brown, Wells S.; McDonald, Paul C.; Nemirovsky, Oksana; Awrey, Shannon; Chafe, Shawn C.; Schaeffer, David F.; Li, Jinyang; Renouf, Daniel J.; Stanger, Ben Z.; Dedhar, Shoukat","Overcoming Adaptive Resistance to KRAS and MEK Inhibitors by Co-targeting mTORC1/2 Complexes in Pancreatic Cancer","Cell Reports. Medicine","","2666-3791","10.1016/j.xcrm.2020.100131","","Activating KRAS mutations are found in over 90% of pancreatic ductal adenocarcinomas (PDACs), yet KRAS has remained a difficult target to inhibit pharmacologically. Here, we demonstrate, using several human and mouse models of PDACs, rapid acquisition of tumor resistance in response to targeting KRAS or MEK, associated with integrin-linked kinase (ILK)-mediated increased phosphorylation of the mTORC2 component Rictor, and AKT. Although inhibition of mTORC1/2 results in a compensatory increase in ERK phosphorylation, combinatorial treatment of PDAC cells with either KRAS (G12C) or MEK inhibitors, together with mTORC1/2 inhibitors, results in synergistic cytotoxicity and cell death reflected by inhibition of pERK and pRictor/pAKT and of downstream regulators of protein synthesis and cell survival. Relative to single agents alone, this combination leads to durable inhibition of tumor growth and metastatic progression in vivo and increased survival. We have identified an effective combinatorial treatment strategy using clinically viable inhibitors, which can be applied to PDAC tumors with different KRAS mutations.","2020-11-17","2021-09-11 21:34:59","2021-09-11 21:35:03","","100131","","8","1","","Cell Rep Med","","","","","","","","eng","","","","","PubMed","","PMID: 33294856 PMCID: PMC7691443","","/Users/jonahlibrach/Zotero/storage/DZKSHWGF/Brown et al. - 2020 - Overcoming Adaptive Resistance to KRAS and MEK Inh.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/33294856","","signal transduction; acquired resistance; AMG 510; cellular toxicity; KRAS; PDAC; protein translation; tumor regression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
